severity,reason,partition,experiment_name,week6_simulation_id,detail,source_data_removed
FAIL,extraction_failed,old-data-local,P-85p9171141482_VX-0p437191097118_LS-7p49853263212e-05_ST-320p146293033_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p10343523343e-05_H-d4c4d1b9c0,sim_00162,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-88p5362444224_VX-0p501389667448_LS-5p57799721508e-05_ST-306p707884961_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p62149983578e-06_H-1422635bbf,sim_00163,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-89p9091669401_VX-0p254822282222_LS-4p87644701271e-05_ST-380p329545658_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p8931313859e-05_H-f4a4199ba7,sim_00164,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-90p076179662_VX-0p77719101666_LS-5p40074605054e-05_ST-384p823624425_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p20712347364e-06_H-765e346b33,sim_00165,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-91p2790923782_VX-0p717805590808_LS-4p80270969425e-05_ST-305p576577078_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72065063966e-06_H-a55a682ac9,sim_00167,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-93p2349412886_VX-0p318136092994_LS-6p37701091846e-05_ST-373p005608841_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p51637010363e-05_H-95ed9fb76f,sim_00169,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-93p7887593651_VX-0p596649793105_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p13380310062e-06_H-306f9d252b,sim_00170,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-95p3163706926_VX-0p805137875644_LS-4p85393429372e-05_ST-366p295455669_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p99167018339e-06_H-270d04032e,sim_00171,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-97p6596954152_VX-0p666705631564_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-2p80451054123e-06_H-b0e5aed98c,sim_00173,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-98p2720448178_VX-0p404108184606_LS-6p2082238115e-05_ST-312p013044035_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19376958616e-05_H-e0ed0fec98,sim_00174,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-local,P-99p0936052974_VX-0p300439480401_LS-4p95355776339e-05_ST-340p036700638_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p60568797302e-05_H-701e6757d1,sim_00177,T0 ends at recording end under the exact Week 6 min rule,False
FAIL,extraction_failed,old-data-local,P-99p5435087092_VX-0p559592851831_LS-4p5e-05_ST-300_M-TI64_XI--0p0002_XF-0p0012_XL-0p0014_TE-0p00125_DT-3p34132747676e-06_H-306f9d252b,sim_00178,missing kinetic-energy_melt.dat; missing time.dat,False
FAIL,extraction_failed,old-data-local,P-99p7580068976_VX-0p617169232141_LS-5p71058654975e-05_ST-337p763092798_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p81652803119e-06_H-765e346b33,sim_00179,missing kinetic-energy_melt.dat; missing time.dat,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-102p025474754_VX-0p424029390103_LS-7p94734719352e-05_ST-354p238131711_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13768543304e-05_H-6f31342894,sim_00181,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-110p110895975_VX-0p451651242475_LS-8p6859144947e-05_ST-349p969995372_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p06810745755e-05_H-6f31342894,sim_00183,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-110p131967455_VX-0p225166085115_LS-5p63312318207e-05_ST-326p092691949_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p14247212255e-05_H-b41981edcb,sim_00184,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-121p661876009_VX-0p281641526906_LS-7p16631028882e-05_ST-330p429005364_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p71285841829e-05_H-25d163a2a5,sim_00186,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-129p569646497_VX-0p287154347682_LS-6p5197985882e-05_ST-393p701994752_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p67997477383e-05_H-b41981edcb,sim_00189,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-134p93654729_VX-0p343298656719_LS-5p9412954069e-05_ST-389p435734624_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p40522559835e-05_H-b41981edcb,sim_00192,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-141p451666054_VX-0p378275685755_LS-6p85388508408e-05_ST-315p145948826_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p27529227616e-05_H-8bf1b39107,sim_00196,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-145p199982561_VX-0p253198682602_LS-7p7513591008e-05_ST-398p693210886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p90527081478e-05_H-2d34966482,sim_00197,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-149p381043177_VX-0p292260061908_LS-7p79529508561e-05_ST-384p444199936_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p65062601148e-05_H-6464f5e6a2,sim_00198,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-165p961555057_VX-0p261983014715_LS-5p47380727674e-05_ST-307p441799119_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p84138678161e-05_H-b41981edcb,sim_00203,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-188p623199531_VX-0p253450423389_LS-5p98563054886e-05_ST-373p9812389_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p90337839587e-05_H-b41981edcb,sim_00208,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-191p425479448_VX-0p407642571095_LS-6p68635438353e-05_ST-376p486404344_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p18341923663e-05_H-9a0fcdd2aa,sim_00210,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-196p499083559_VX-0p373706074139_LS-6p49065899682e-05_ST-353p001345311_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p290886324e-05_H-b789300819,sim_00212,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-199p092557979_VX-0p316505824784_LS-5p93128195415e-05_ST-330p512210532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p52418067071e-05_H-8bf1b39107,sim_00213,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-202p623346674_VX-0p47308497906_LS-5p69403778977e-05_ST-355p073751689_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01971544575e-05_H-b41981edcb,sim_00214,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-205p507001181_VX-0p303336340291_LS-4p80706805647e-05_ST-333p622908766_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p59035366431e-05_H-89a38ff0e6,sim_00215,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-207p940614893_VX-0p318461267696_LS-7p4904937331e-05_ST-370p987623474_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p51482176715e-05_H-0b12abf205,sim_00216,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-210p464738138_VX-0p237113609615_LS-6p46217439158e-05_ST-306p057190902_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p03451864735e-05_H-12faed80a6,sim_00217,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-213p87237204_VX-0p329966780459_LS-7p13970627017e-05_ST-390p008507958_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p46200190101e-05_H-765072ed36,sim_00218,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,week6_window_instability,old-data-remote-clean,P-223p161294482_VX-0p578452940205_LS-4p86833733719e-05_ST-359p100984903_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p33969415266e-06_H-1e85da8953,sim_00222,"CV width=0.00269, length=0.011, depth=0.253",False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-225p511353261_VX-0p242923031869_LS-6p38341457094e-05_ST-340p774386379_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p9858638211e-05_H-5cefbb31d2,sim_00223,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-227p690023792_VX-0p392329282459_LS-7p92871102354e-05_ST-391p94840599_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p22961013075e-05_H-12074f4927,sim_00225,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-228p907235932_VX-0p414638318501_LS-7p95917332413e-05_ST-340p25610662_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16345267376e-05_H-02b1b704be,sim_00226,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-240p318887809_VX-0p361018894241_LS-4p85509578057e-05_ST-398p513006139_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33625155912e-05_H-3a501d5f99,sim_00230,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-80p5741190929_VX-0p403249617425_LS-8p97039861056e-05_ST-397p637850573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19631126592e-05_H-6464f5e6a2,sim_00236,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-91p4898167395_VX-0p477122889388_LS-7p769973149e-05_ST-351p010780102_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01108555266e-05_H-b41981edcb,sim_00237,T0 ends at recording end under the exact Week 6 min rule,False
WARNING,recording_ends_before_90pct_domain,old-data-remote-clean,P-92p2921456709_VX-0p425581954559_LS-4p53091383738e-05_ST-356p588229582_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13353504568e-05_H-765072ed36,sim_00238,T0 ends at recording end under the exact Week 6 min rule,False
